name;price;master_id;client_id
Июль;30000;528;5753
Ноябрь;27000;49;3730
Ангелина;3000;1076;7947
Август;7000;914;2932
Валентина;12000;173;5665
Сентябрь;16250;2075;2825
Декабрь;8250;772;7433
Темно-синий;1250;2517;5513
Темно-красный;1000;1491;7398
Сентябрь;7000;1861;801
Васильковый;11250;120;337
Светло-желтый;2250;489;1147
Маргарита;25000;1604;6862
Варвара;18000;918;7065
Черный;15000;378;4176
Лариса;28500;2779;3349
Валерия;2500;467;3191
Май;9750;1333;2844
Апрель;20000;363;3156
Август;20000;230;6899
Темно-серый;8000;535;7690
Ксения;3000;2172;1088
Екатерина;1500;2750;6525
Раиса;8250;36;4206
Октябрина;5500;2961;2886
Сентябрь;8250;2984;7144
Январь;8750;498;7224
Розовато-лавандовый;13000;282;7345
Октябрь;21000;2117;458
Ульяна;15000;2920;4617
Темно-синий;500;1980;4372
Мария;9000;22;4800
Лидия;9750;2362;1890
Март;5000;2838;3937
Розовый;8250;2994;6963
Лидия;8250;2945;4873
Оксана;18000;204;385
Коричневый;13500;301;5859
Галина;13500;1778;4591
Бледно-зеленый;3500;132;3426
Март;3750;2772;5546
Оранжевый;4000;609;7836
Октябрь;2500;1662;4311
Маргарита;11250;1030;3222
Август;11250;1369;2183
Декабрь;28500;1712;1164
Коралловый;27000;2997;401
Оранжево-красный;6250;26;7559
Февраль;5250;1076;3878
Март;2500;1320;5457
Август;6500;1088;1525
Апрель;6000;1231;1129
Антонина;28500;2221;6290
Клавдия;17500;2566;3772
Белый;3750;2262;1419
Серый;19500;1884;2915
Белый;10000;1895;3785
Фаина;10000;1321;472
Темно-фиолетовый;6000;692;1335
Бирюзовый;1500;58;1446
Ираида;6000;1262;7307
Март;1250;749;3216
Январь;12000;2958;4904
Анастасия;16250;2310;5941
Вероника;12750;2593;5149
Наина;3000;1036;1402
Март;27000;1747;3885
Серый;3000;341;5679
Васильковый;4500;220;2863
Феврония;4500;2393;350
Апрель;6000;1721;4574
Июль;8500;737;4391
Античный Белый;7500;1965;6017
Коралловый;19500;1585;7867
Июнь;25000;1841;1076
Июль;27000;447;6370
Галина;9750;2387;2579
Феврония;3750;1720;1921
Август;22500;2090;2854
Полина;9750;597;3958
Темно-оранжевый;6000;2586;5983
Сентябрь;18750;245;3381
Мария;6500;1589;4573
Цвет морской волны;25000;380;5329
Милица;21000;552;4365
Ульяна;2500;1142;5539
Малиновый;7500;508;2674
Темно-голубой;17500;2735;6349
Ярко-розовый;12000;2890;7214
Темно-бирюзовый;6500;689;7195
Апрель;13500;1521;4720
Элеонора;4500;2112;2220
Август;4000;269;2446
Фаина;12500;1275;3975
Темно-красный;8750;841;982
Июнь;28500;2788;6890
Июль;3000;673;5586
Декабрь;10500;1807;7036
Серый;18000;342;4500
Шоколадный;17500;392;7346
Апрель;15000;1559;7604
Светло-синий;25000;230;2915
Январь;2000;394;6451
Виктория;3000;432;5256
Пурпурный;18000;1256;2217
Апрель;15000;336;6913
Дарья;4500;1551;6112
Раиса;18000;906;2966
Оранжевый;23750;418;5747
Октябрь;1000;821;1162
Январь;4000;1101;7950
Август;9000;2650;476
Золотой;5000;541;7752
Февраль;750;732;2147
Июль;21250;960;3247
Бирюзовый;13500;672;4725
Евпраксия;16250;311;1364
Декабрь;6000;1147;927
Антонина;9750;70;7405
Ноябрь;1250;2192;6751
Июль;5000;2538;7431
Наталья;18000;1668;2193
Темно-зеленый;7500;1247;5287
Оранжево-красный;12500;525;1940
Март;9000;743;3406
Июнь;6250;1507;7187
Ярко-розовый;3000;566;1189
Малиновый;20000;2516;4365
Февраль;7500;427;3878
Январь;9750;582;3423
Вероника;17000;533;2681
Январь;11250;964;2937
Эмилия;1500;67;906
Белый;1500;2077;2275
Сине-фиолетовый;17500;166;5678
Январь;6000;44;4780
Ноябрь;15000;109;6271
Цвет морской волны;5250;643;5863
Темно-голубой;9000;551;5960
Январь;8000;361;1587
Июль;10000;1945;7391
Темно-оранжевый;1500;2169;482
Индиго;12750;2761;3646
Октябрь;6250;2257;4199
Март;9000;2853;4659
Декабрь;15000;619;7445
Июнь;3750;1959;5041
Наталья;18750;2731;3851
Ксения;13750;2927;666
Декабрь;4500;1180;7247
Светло-розовый;15000;760;3530
Антонина;25000;2804;6795
Желтый;3500;2954;7948
Светло-розовый;14250;2532;4506
Евфросиния;1250;865;4613
Ия;8250;205;1909
Май;9000;1151;6270
Ноябрь;13000;1415;7270
Майя;16000;608;1997
Июль;21000;846;7862
Агата;6750;384;2687
Дарья;1000;2054;1252
Хаки;12500;2423;1514
Агата;13500;2596;5269
Черный;5250;2513;939
Февраль;4000;182;7380
Август;16250;1052;7748
Апрель;3750;2698;4039
Март;14000;1470;6536
Март;1250;426;1892
Агата;13750;571;2879
Василиса;12500;2967;5357
Август;25000;2139;377
Август;19000;349;624
Ольга;6000;2931;7517
Оранжевый;8000;2885;6369
Валентина;6250;1931;1671
Индиго;23750;356;6112
Варвара;6750;969;2291
Апрель;6000;2260;2651
Светло-голубой;8000;580;484
Октябрь;15000;1433;5936
Евфросиния;12750;2699;2921
Элеонора;18000;1093;6236
Август;23750;1114;5293
Аквамарин;3000;2289;639
Слоновая кость;11250;2843;2071
Фаина;7500;574;5045
Май;11250;205;4615
Золотой;3750;1092;4284
Ангелина;16000;779;1158
Февраль;13500;562;2421
Октябрь;9000;2310;407
Светло-розовый;27000;2817;4756
Темно-фиолетовый;8000;1669;5330
Цвет морской волны;6000;1065;5369
Аквамарин;13500;1432;2922
Сливовый;15000;1579;4100
Декабрь;6000;1164;1817
Февраль;21000;449;7021
Вера;12000;704;5039
Клавдия;6750;1663;7462
Июль;2250;2223;347
Вера;4000;1093;998
Бирюзовый;5000;1745;4595
Аквамарин;16500;1507;2329
Алевтина;5000;1939;2953
Мария;12750;898;5599
Синий;8000;2418;2889
Красный;11250;7;7194
Октябрина;6000;2915;7439
Розовато-лавандовый;25000;2717;5983
Прасковья;15000;2728;2476
Елена;1500;137;1476
Июль;16000;2124;5631
Июнь;1500;1094;1908
Белый;2000;2943;4609
Август;13500;2885;4348
Юлия;9000;2634;6889
Сентябрь;7500;81;5112
Регина;13500;2412;2838
Темно-голубой;18000;1863;5711
Август;9000;796;3549
Ноябрь;3000;443;6045
Ирина;20000;2878;408
Март;18000;2694;5794
Екатерина;1500;835;3945
Валерия;3750;1542;3807
Красный;30000;2894;5210
Светло-зеленый;7500;369;4778
Любовь;1500;779;1815
Олимпиада;9500;90;450
Розовато-лавандовый;5000;2494;5764
Январь;8250;602;668
Сентябрь;21000;2990;5289
Черный;4000;2627;224
Темно-бирюзовый;9000;399;4972
Декабрь;3000;2584;2429
Бирюзовый;8000;2509;99
Ярко-розовый;5000;612;6469
Октябрь;3000;1286;7114
Бледно-зеленый;10500;1966;4505
Май;17000;2774;2848
Апрель;13500;2625;3417
Елизавета;5000;2095;3993
Фаина;3000;2385;3264
Тамара;28500;46;7770
Дарья;2500;2945;3770
Февраль;3750;1496;5675
Июнь;3000;948;3121
Екатерина;11000;1946;39
Ноябрь;4500;904;4376
Марина;13750;108;33
Светло-желтый;15000;1456;7408
Хаки;2000;391;3448
Черный;16000;2366;2699
Темно-красный;17500;1761;7096
Светло-синий;7000;194;1219
Март;10000;2839;3692
Ксения;23750;1663;6137
Мария;8250;1330;6023
Январь;15000;782;836
Алевтина;16250;2590;2737
Июнь;11000;2014;5884
Ноябрь;18750;2141;1284
Серебряный;25000;698;1004
Желтый;9500;590;5292
Фуксия;4500;1359;245
Темно-зеленый;7000;296;5324
Марфа;9000;1281;5543
Клавдия;10500;1839;2826
Виктория;24000;1193;507
Ирина;19000;1396;3270
Красный;30000;1638;914
Август;2250;1275;4134
Александра;25500;1602;1765
Вероника;30000;1353;4811
Екатерина;3000;780;4697
Вероника;7500;1951;113
Нина;3750;2484;2215
Черный;23750;1463;3466
Ноябрь;10500;196;696
Сентябрь;7000;896;1572
Фаина;8250;887;1337
Август;1500;854;2317
Ираида;13500;2204;5886
Маргарита;10000;97;563
Иванна;2500;1895;6092
Январь;7500;1068;4858
Василиса;18000;957;3067
Май;15000;917;176
Пелагея;3000;629;1669
Зоя;2000;1038;5092
Нонна;12000;1516;6160
Темно-бирюзовый;4500;2574;4036
Хаки;7500;2778;3901
Июль;15000;1638;1682
Темный хаки;5000;2416;84
Август;3750;692;653
Галина;8750;1861;1644
Коралловый;16500;1697;3434
Синклитикия;15000;1734;853
Светлана;7500;1409;5349
Тамара;16250;2046;917
Синклитикия;10500;1765;5275
Темно-голубой;3000;25;7546
Октябрь;3500;778;7588
Оксана;4000;1355;5769
Сентябрь;4500;1864;312
Май;3000;2617;7626
Темно-синий;13500;1119;2524
Март;4000;716;6277
Валентина;7000;450;707
Надежда;11000;2344;6012
Слоновая кость;9000;971;5788
Темный хаки;4500;1268;7154
Апрель;16250;2896;3083
Античный Белый;12000;2223;1310
Июль;8250;573;5
Сине-фиолетовый;2000;2663;2969
Пурпурный;10500;595;6711
Олимпиада;7000;834;4022
Фёкла;15000;1336;449
Лукия;2500;822;1353
Агата;5000;2463;1167
Темно-серый;1000;2576;3677
Декабрь;15000;2063;4222
Лора;2500;193;6284
Ноябрь;11250;2812;6717
Милица;4500;2641;1786
Олимпиада;21000;2025;1254
Лидия;12000;2654;6592
Тамара;6250;316;2973
Темно-оранжевый;7000;729;3037
Евгения;10000;2350;271
Олимпиада;17500;2496;678
Надежда;3000;209;6970
Оксана;10000;1127;4274
Ольга;13500;2525;1907
Анастасия;750;535;6851
Анастасия;3750;1491;270
Апрель;8000;81;6861
Июль;12750;2521;778
Февраль;6000;1470;6323
Евфросиния;10000;200;6861
Сливовый;7500;533;4429
Светло-розовый;13500;258;7809
Октябрина;4500;1159;784
Январь;15000;1166;4533
Агафья;8500;1934;6705
Полина;11000;631;1731
Ирина;8000;1258;3635
Розовый;20000;101;246
Июль;2000;457;5240
Античный Белый;9000;1844;4668
Розовый;1000;2001;1616
Евпраксия;17000;1945;3556
Ия;8250;1304;6316
Темно-синий;30000;1142;4301
Зоя;25000;2800;6689
Евгения;27000;2688;553
Аквамарин;9500;536;6040
Темно-зеленый;1000;2274;1704
Оранжево-красный;10000;613;5685
Ноябрь;1500;2744;5385
Февраль;5000;755;6030
Темно-серый;23750;954;6344
Темно-фиолетовый;10500;553;1352
Ольга;10000;1585;2919
Май;19000;1967;3594
Оранжево-красный;1250;1747;1653
Август;8000;2137;4142
София;16000;2176;5836
Ирина;1000;1062;6350
Татьяна;16000;91;1427
Сентябрь;6250;112;2268
Май;10500;2404;1863
Слоновая кость;3000;200;6059
Коричневый;28500;1361;3552
Декабрь;10000;630;5427
Анжелика;6750;408;3861
Лазурный;5250;1295;7738
Фуксия;16000;2410;6008
Темно-синий;8000;1307;6381
Октябрь;7000;1938;5249
Лукия;7500;1630;5705
Сентябрь;22500;2360;983
Бежевый;14250;1663;225
Красный;13000;2781;5355
Темно-бирюзовый;1500;2681;424
Август;7500;240;6754
Март;5000;571;1810
Серый;11250;762;6923
Март;25500;1419;7245
Коричневый;1000;2275;5307
Темно-розовый;3750;103;3157
Ноябрь;5000;2076;5243
Март;14250;2549;2798
Каштановый;13000;2670;5997
Маргарита;5500;2927;5592
Желто-зеленый;11250;1407;7173
Желтый;7500;873;3671
Ноябрь;10000;117;4252
Темно-розовый;11000;2047;4296
Евфросиния;19500;782;2100
Акулина;17000;897;6374
Оранжевый;1000;2786;96
Темно-розовый;8750;2289;192
Апрель;11000;105;1166
Евпраксия;3500;15;1302
Март;2500;713;3018
Ангелина;11000;2210;1394
Сине-фиолетовый;30000;603;4790
Зеленый;2500;1317;845
Милица;1500;644;2828
Нонна;7500;2785;5535
Анна;20000;2805;1278
Акулина;4000;2063;7734
Март;2000;503;7173
Пурпурный;8750;2830;3935
Синий;10500;1238;2403
Хаки;30000;1803;1719
Эмилия;2000;2769;4421
Темно-фиолетовый;2000;1930;2846
Июль;9000;1123;3753
Август;25000;2274;6500
Январь;750;1813;5780
Золотой;24000;1473;4438
Май;22500;1352;5069
Коричневый;30000;2595;3318
Дарья;7500;1199;2969
Август;8250;2920;951
Темно-синий;30000;2614;6194
Июль;17000;1909;5118
Март;2000;334;909
Раиса;3750;101;5307
Алина;14250;2562;4789
Елена;13750;1682;4421
Агата;5000;900;5810
Пелагея;11250;421;1464
Ирина;1500;554;1941
Темно-оранжевый;12500;838;123
Тамара;9000;1803;4701
Пелагея;25000;2357;6502
Аквамарин;9000;89;2017
Маргарита;8750;1644;5145
Евдокия;7500;2917;89
Анжелика;18750;2678;3641
Оксана;4000;2619;2562
Темно-розовый;7500;2705;5630
Март;7000;861;7501
Август;4000;1820;6425
Июнь;18000;822;1562
Раиса;18750;1395;3197
Васильковый;6500;59;1369
Сентябрь;12000;2774;4602
Июль;21000;1476;6467
Светло-желтый;17000;2808;3309
Декабрь;4000;2272;3613
Оранжево-красный;25000;329;3333
Темно-розовый;5250;2727;174
Июль;9000;1404;1712
София;7500;2794;5270
Серый;3750;1569;2540
Лукия;10500;2683;2714
Июль;2250;1751;3257
Сине-фиолетовый;16250;476;4335
Золотой;7000;471;1633
Шоколадный;1500;1020;3660
Наина;15000;609;2619
Июль;19000;1170;4756
Анжела;30000;2893;3378
Серый;8250;473;5805
Светло-серый;18000;1637;4623
Желто-зеленый;1500;1331;1321
Март;20000;2295;2980
